id,name_x,name_y
7224009,Jasmine_Warga,
908,Alessandro_Baricco,
2362,Marisha_Pessl,
7047863,K_Bromberg,Kate_not_actually_kate_Bromberg
11912,Jude_Watson,
2408,Ian_McEwan,
36122,Patricia_C_Wrede,
21578,Edward_Gorey,
13453,William_Blake,
4384465,Brodi_Ashton,
55794,Roberto_Aguirre_Sacasa,
34049,John_Flanagan,
3041,Jon_Meacham,
3500,Anna_Quindlen,
9972,Julia_Glass,
7115158,B_J_Novak,Benjamin_J_Novak
20357,Chelsea_Handler,
4443809,Thea_Harrison,
6542440,Elif_Shafak,
805184,Jennifer_E_Smith,
4637369,Veronica_Rossi,
15907,Tom_Perrotta,
8987,Theodore_Dreiser,
12076,Russell_Hoban,
7680,Eugene_O_Neill,
7994,Jean_Jacques_Rousseau,
4462824,Camille_Pag_n,
17501,Henry_Fielding,
21477,Nevil_Shute,
6410,Alice_Munro,
14188547,Don_Wood,
3276202,Ottessa_Moshfegh,
34070,Andy_Goldsworthy,
21246,Gretchen_Rubin,
71955,Arthur_Hailey,
7044164,Scott_Meyer,
8924,Lloyd_Alexander,
12437,Gary_Shteyngart,
14151,Craig_Thompson,
1194,Richard_Dawkins,
51287,Alexander_Hamilton,
4030,Michael_Ondaatje,
3529,Elizabeth_Berg,
1357577,Fran_oise_Sagan,
749461,G_nter_Grass,Gunter_Grass
14965,Garth_Ennis,
304060,Svetlana_Chmakova,
79216,Alan_Weisman,
12542,Bernard_Cornwell,
164139,Rachel_Kushner,
163,Marguerite_Duras,
61382,Matt_Fraction,
7799,Nathaniel_Hawthorne,
8446300,Scott_Hawkins,
82570,Gregg_Andrew_Hurwitz,
416300,Tom_Hanks,
5589647,Marie_Kond_,
51589,Chitra_Banerjee_Divakaruni,
16593,Sam_Harris,
15053129,Lisa_Ko,
5691,Nora_Ephron,
10401,James_Gleick,
5416055,Deb_Perelman,
32878,Michel_Houellebecq,
7014283,G_K_Chesterton,Gilbert_K_Chesterton
3099544,Victoria_Schwab,
123463,Mary_E_Pearson,
20258,Lisa_Scottoline,
4919495,Chris_Colfer,
72039,Roberto_Bola_o,
13804788,Ruth_Wariner,
10710,W_E_B_Du_Bois,William_E_B_Du_Bois
12130438,Dennis_E_Taylor,
1370283,Brent_Weeks,
4738,Alexander_McCall_Smith,
7205478,Katarina_Bivald,
29227,Giovanni_Boccaccio,
88685,Alison_Goodman,
11111,Ian_Caldwell,
9018,Mike_Carey,
33919,Jeff_VanderMeer,
7168230,V_E_Schwab,Victoria_E_Schwab
1949,Katherine_Paterson,
7074943,Victoria_Aveyard,
16642745,Tomi_Adeyemi,
42158,John_D_Rateliff,
25052,Brandon_Mull,
6887314,Noelle_Stevenson,
861,Jean_M_Auel,
61939,Mark_Cotta_Vaz,
2936493,Lauren_Oliver,
15968276,Chloe_Benjamin,
2973783,Alexandra_Bracken,
811,Yann_Martel,
3377941,Rick_Yancey,
2938140,Jacob_Grimm,
25422,Holly_Black,
4343092,Amish_Tripathi,
4600197,Ren_e_Ahdieh,
17160667,Stuart_Turton,
3720,Anne_Frank,
1049,Elie_Wiesel,
431149,Truman_Capote,
